"ID","user_id","test_type","reaction_time"
"1","TESTUSER_ONE","visual","342"
"2","TESTUSER_ONE","visual","417"
"3","TESTUSER_ONE","visual","479"
"4","TESTUSER_ONE","visual","369"
"5","TESTUSER_ONE","visual","350"
"6","TESTUSER_ONE","visual","318"
"7","TESTUSER_ONE","visual","364"
"8","TESTUSER_ONE","visual","612"
